id,segmentation,visit,spending,brand_type,ppa
112823,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
112922,Seg.02 - Mass Asp (VND 25K - VND 59K),6,180,Chain,30
112922,Seg.01 - Mass (<VND 25K),4,80,Street,20
113048,Seg.01 - Mass (<VND 25K),8,120,Street,15
113049,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
113049,Seg.02 - Mass Asp (VND 25K - VND 59K),1,25,Street,25
113050,Seg.03 - Premium (VND 60K - VND 99K),4,240,Chain,60
113075,Seg.01 - Mass (<VND 25K),60,600,Street,10
113103,Seg.01 - Mass (<VND 25K),9,180,Independent,20
113105,Seg.02 - Mass Asp (VND 25K - VND 59K),8,200,Independent,25
113106,Seg.02 - Mass Asp (VND 25K - VND 59K),10,400,Chain,40
113106,Seg.01 - Mass (<VND 25K),10,200,Independent,20
113110,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
113110,Seg.03 - Premium (VND 60K - VND 99K),1,65,Chain,65
113186,Seg.02 - Mass Asp (VND 25K - VND 59K),4,236,Chain,59
113186,Seg.02 - Mass Asp (VND 25K - VND 59K),26,780,Independent,30
113187,Seg.02 - Mass Asp (VND 25K - VND 59K),2,58,Chain,29
113187,Seg.01 - Mass (<VND 25K),8,160,Independent,20
113188,Seg.02 - Mass Asp (VND 25K - VND 59K),5,125,Independent,25
113219,Seg.01 - Mass (<VND 25K),2,30,Independent,15
113242,Seg.01 - Mass (<VND 25K),10,200,Independent,20
113292,Seg.01 - Mass (<VND 25K),2,30,Independent,15
113397,Seg.01 - Mass (<VND 25K),8,64,Street,8
113431,Seg.01 - Mass (<VND 25K),4,48,Street,12
113432,Seg.01 - Mass (<VND 25K),8,96,Street,12
113452,Seg.01 - Mass (<VND 25K),8,96,Independent,12
113580,Seg.02 - Mass Asp (VND 25K - VND 59K),3,132,Chain,44
113581,Seg.01 - Mass (<VND 25K),30,600,Street,20
113595,Seg.01 - Mass (<VND 25K),12,240,Independent,20
113629,Seg.01 - Mass (<VND 25K),120,1200,Independent,10
113630,Seg.02 - Mass Asp (VND 25K - VND 59K),15,375,Chain,25
113630,Seg.01 - Mass (<VND 25K),40,400,Independent,10
113630,Seg.01 - Mass (<VND 25K),5,35,Street,7
113631,Seg.01 - Mass (<VND 25K),120,600,Street,5
113632,Seg.01 - Mass (<VND 25K),100,1000,Independent,10
113632,Seg.01 - Mass (<VND 25K),20,140,Street,7
113633,Seg.01 - Mass (<VND 25K),80,480,Street,6
113633,Seg.01 - Mass (<VND 25K),100,1000,Independent,10
113659,Seg.01 - Mass (<VND 25K),20,200,Independent,10
113660,Seg.01 - Mass (<VND 25K),1,6,Street,6
113660,Seg.01 - Mass (<VND 25K),9,63,Independent,7
113661,Seg.01 - Mass (<VND 25K),12,120,Independent,10
113940,Seg.01 - Mass (<VND 25K),30,360,Independent,12
114267,Seg.01 - Mass (<VND 25K),2,14,Street,7
114328,Seg.01 - Mass (<VND 25K),2,26,Independent,13
114430,Seg.01 - Mass (<VND 25K),4,80,Independent,20
114472,Seg.01 - Mass (<VND 25K),4,80,Independent,20
114595,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
114608,Seg.01 - Mass (<VND 25K),3,60,Independent,20
114609,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
114997,Seg.01 - Mass (<VND 25K),8,96,Independent,12
115062,Seg.01 - Mass (<VND 25K),10,80,Street,8
115064,Seg.01 - Mass (<VND 25K),10,80,Independent,8
115065,Seg.01 - Mass (<VND 25K),5,75,Independent,15
115109,Seg.01 - Mass (<VND 25K),12,84,Street,7
115145,Seg.01 - Mass (<VND 25K),9,63,Street,7
115311,Seg.01 - Mass (<VND 25K),12,96,Street,8
115342,Seg.01 - Mass (<VND 25K),30,210,Independent,7
115343,Seg.01 - Mass (<VND 25K),30,450,Independent,15
115344,Seg.01 - Mass (<VND 25K),27,162,Street,6
115344,Seg.01 - Mass (<VND 25K),3,21,Independent,7
115345,Seg.01 - Mass (<VND 25K),90,630,Independent,7
115346,Seg.01 - Mass (<VND 25K),90,630,Street,7
115347,Seg.01 - Mass (<VND 25K),10,100,Independent,10
115347,Seg.01 - Mass (<VND 25K),5,35,Street,7
115348,Seg.01 - Mass (<VND 25K),8,56,Street,7
115348,Seg.01 - Mass (<VND 25K),7,84,Independent,12
115349,Seg.01 - Mass (<VND 25K),2,14,Street,7
115349,Seg.01 - Mass (<VND 25K),2,20,Independent,10
115363,Seg.02 - Mass Asp (VND 25K - VND 59K),12,600,Independent,50
115413,Seg.01 - Mass (<VND 25K),6,72,Street,12
115413,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Chain,40
115497,Seg.01 - Mass (<VND 25K),17,170,Independent,10
115497,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Chain,40
115498,Seg.02 - Mass Asp (VND 25K - VND 59K),5,175,Chain,35
115498,Seg.01 - Mass (<VND 25K),10,100,Independent,10
115902,Seg.01 - Mass (<VND 25K),5,100,Independent,20
115902,Seg.01 - Mass (<VND 25K),5,35,Street,7
115903,Seg.02 - Mass Asp (VND 25K - VND 59K),10,500,Chain,50
115904,Seg.02 - Mass Asp (VND 25K - VND 59K),4,220,Chain,55
115905,Seg.01 - Mass (<VND 25K),60,600,Independent,10
115919,Seg.01 - Mass (<VND 25K),30,210,Street,7
115933,Seg.01 - Mass (<VND 25K),20,160,Street,8
115942,Seg.01 - Mass (<VND 25K),12,120,Independent,10
115947,Seg.01 - Mass (<VND 25K),60,600,Independent,10
115951,Seg.01 - Mass (<VND 25K),8,64,Street,8
115962,Seg.01 - Mass (<VND 25K),1,15,Independent,15
115962,Seg.01 - Mass (<VND 25K),2,40,Chain,20
115962,Seg.01 - Mass (<VND 25K),7,63,Street,9
115982,Seg.01 - Mass (<VND 25K),8,80,Chain,10
115982,Seg.01 - Mass (<VND 25K),22,132,Street,6
115984,Seg.01 - Mass (<VND 25K),2,14,Street,7
115986,Seg.01 - Mass (<VND 25K),3,30,Independent,10
115986,Seg.01 - Mass (<VND 25K),1,7,Street,7
115990,Seg.01 - Mass (<VND 25K),30,300,Independent,10
115993,Seg.01 - Mass (<VND 25K),3,30,Independent,10
115999,Seg.01 - Mass (<VND 25K),30,300,Independent,10
116000,Seg.01 - Mass (<VND 25K),30,300,Independent,10
116005,Seg.01 - Mass (<VND 25K),5,75,Chain,15
116005,Seg.01 - Mass (<VND 25K),5,50,Independent,10
116007,Seg.01 - Mass (<VND 25K),8,120,Chain,15
116007,Seg.01 - Mass (<VND 25K),2,20,Independent,10
116012,Seg.04 - Super Premium (VND 100K+),2,200,Chain,100
116013,Seg.01 - Mass (<VND 25K),30,300,Independent,10
116014,Seg.01 - Mass (<VND 25K),30,450,Independent,15
116015,Seg.01 - Mass (<VND 25K),2,18,Street,9
116015,Seg.01 - Mass (<VND 25K),2,20,Independent,10
116016,Seg.01 - Mass (<VND 25K),1,8,Street,8
116016,Seg.01 - Mass (<VND 25K),2,20,Independent,10
116017,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
116018,Seg.01 - Mass (<VND 25K),38,532,Independent,14
116019,Seg.01 - Mass (<VND 25K),10,150,Street,15
116020,Seg.01 - Mass (<VND 25K),20,300,Independent,15
116020,Seg.01 - Mass (<VND 25K),10,80,Street,8
116021,Seg.01 - Mass (<VND 25K),111,1443,Independent,13
116021,Seg.02 - Mass Asp (VND 25K - VND 59K),9,270,Chain,30
116022,Seg.01 - Mass (<VND 25K),30,360,Independent,12
116023,Seg.01 - Mass (<VND 25K),60,480,Street,8
116024,Seg.01 - Mass (<VND 25K),2,16,Street,8
116025,Seg.01 - Mass (<VND 25K),30,210,Street,7
116026,Seg.01 - Mass (<VND 25K),20,200,Independent,10
116026,Seg.01 - Mass (<VND 25K),5,40,Street,8
116027,Seg.01 - Mass (<VND 25K),30,210,Street,7
116028,Seg.01 - Mass (<VND 25K),45,540,Independent,12
116028,Seg.01 - Mass (<VND 25K),45,360,Street,8
116029,Seg.01 - Mass (<VND 25K),5,40,Street,8
116030,Seg.01 - Mass (<VND 25K),3,21,Street,7
116031,Seg.01 - Mass (<VND 25K),15,120,Street,8
116032,Seg.01 - Mass (<VND 25K),15,150,Independent,10
116032,Seg.01 - Mass (<VND 25K),15,105,Street,7
116034,Seg.01 - Mass (<VND 25K),30,210,Street,7
116035,Seg.01 - Mass (<VND 25K),30,210,Street,7
116036,Seg.01 - Mass (<VND 25K),3,21,Street,7
116037,Seg.01 - Mass (<VND 25K),60,480,Street,8
116038,Seg.01 - Mass (<VND 25K),2,14,Street,7
116039,Seg.01 - Mass (<VND 25K),60,480,Street,8
116040,Seg.01 - Mass (<VND 25K),30,330,Independent,11
116041,Seg.01 - Mass (<VND 25K),4,28,Street,7
116042,Seg.01 - Mass (<VND 25K),90,720,Street,8
116044,Seg.01 - Mass (<VND 25K),3,24,Street,8
116047,Seg.01 - Mass (<VND 25K),20,300,Independent,15
116047,Seg.01 - Mass (<VND 25K),6,72,Street,12
116047,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Chain,30
116048,Seg.01 - Mass (<VND 25K),2,20,Independent,10
116050,Seg.01 - Mass (<VND 25K),3,21,Street,7
116052,Seg.01 - Mass (<VND 25K),2,24,Street,12
116052,Seg.01 - Mass (<VND 25K),2,40,Independent,20
116062,Seg.01 - Mass (<VND 25K),10,70,Street,7
116068,Seg.01 - Mass (<VND 25K),8,96,Independent,12
116071,Seg.01 - Mass (<VND 25K),4,60,Chain,15
116080,Seg.01 - Mass (<VND 25K),10,70,Street,7
116083,Seg.01 - Mass (<VND 25K),8,80,Independent,10
116105,Seg.01 - Mass (<VND 25K),12,120,Independent,10
116105,Seg.01 - Mass (<VND 25K),18,144,Street,8
116106,Seg.01 - Mass (<VND 25K),5,50,Independent,10
116106,Seg.01 - Mass (<VND 25K),25,175,Street,7
116107,Seg.01 - Mass (<VND 25K),2,14,Street,7
116108,Seg.01 - Mass (<VND 25K),2,30,Independent,15
116180,Seg.01 - Mass (<VND 25K),5,50,Independent,10
116187,Seg.01 - Mass (<VND 25K),90,900,Independent,10
116188,Seg.01 - Mass (<VND 25K),10,150,Independent,15
116189,Seg.01 - Mass (<VND 25K),90,900,Independent,10
116190,Seg.02 - Mass Asp (VND 25K - VND 59K),10,400,Independent,40
116190,Seg.02 - Mass Asp (VND 25K - VND 59K),5,225,Chain,45
116629,Seg.01 - Mass (<VND 25K),60,600,Independent,10
116632,Seg.02 - Mass Asp (VND 25K - VND 59K),30,1050,Chain,35
116644,Seg.01 - Mass (<VND 25K),2,36,Chain,18
116665,Seg.01 - Mass (<VND 25K),30,210,Street,7
116676,Seg.01 - Mass (<VND 25K),10,70,Street,7
116676,Seg.01 - Mass (<VND 25K),20,200,Independent,10
116686,Seg.01 - Mass (<VND 25K),10,90,Street,9
116686,Seg.01 - Mass (<VND 25K),10,100,Independent,10
116692,Seg.01 - Mass (<VND 25K),40,800,Chain,20
116692,Seg.01 - Mass (<VND 25K),10,120,Independent,12
116692,Seg.01 - Mass (<VND 25K),10,70,Street,7
116710,Seg.01 - Mass (<VND 25K),3,30,Street,10
116739,Seg.01 - Mass (<VND 25K),10,90,Street,9
116739,Seg.01 - Mass (<VND 25K),15,150,Independent,10
116743,Seg.01 - Mass (<VND 25K),40,400,Independent,10
116743,Seg.01 - Mass (<VND 25K),20,140,Street,7
116764,Seg.01 - Mass (<VND 25K),10,90,Street,9
116764,Seg.01 - Mass (<VND 25K),20,200,Independent,10
116791,Seg.01 - Mass (<VND 25K),100,1500,Independent,15
116791,Seg.01 - Mass (<VND 25K),20,160,Street,8
116827,Seg.01 - Mass (<VND 25K),30,450,Chain,15
116827,Seg.01 - Mass (<VND 25K),60,720,Independent,12
116829,Seg.01 - Mass (<VND 25K),20,300,Independent,15
116903,Seg.01 - Mass (<VND 25K),3,21,Street,7
116903,Seg.01 - Mass (<VND 25K),5,50,Independent,10
116908,Seg.01 - Mass (<VND 25K),10,120,Independent,12
116946,Seg.01 - Mass (<VND 25K),30,300,Independent,10
116952,Seg.01 - Mass (<VND 25K),4,52,Chain,13
117008,Seg.01 - Mass (<VND 25K),10,150,Chain,15
117036,Seg.01 - Mass (<VND 25K),45,450,Street,10
117036,Seg.01 - Mass (<VND 25K),15,225,Independent,15
117037,Seg.01 - Mass (<VND 25K),2,14,Street,7
117056,Seg.01 - Mass (<VND 25K),5,35,Street,7
117056,Seg.01 - Mass (<VND 25K),5,50,Independent,10
117059,Seg.01 - Mass (<VND 25K),2,30,Chain,15
117059,Seg.01 - Mass (<VND 25K),6,90,Street,15
117062,Seg.01 - Mass (<VND 25K),10,100,Street,10
117062,Seg.01 - Mass (<VND 25K),30,300,Independent,10
117063,Seg.01 - Mass (<VND 25K),4,40,Independent,10
117070,Seg.01 - Mass (<VND 25K),4,28,Street,7
117075,Seg.01 - Mass (<VND 25K),60,600,Independent,10
117139,Seg.01 - Mass (<VND 25K),4,80,Chain,20
117139,Seg.01 - Mass (<VND 25K),1,15,Independent,15
117140,Seg.01 - Mass (<VND 25K),60,900,Independent,15
117154,Seg.01 - Mass (<VND 25K),10,80,Independent,8
117157,Seg.01 - Mass (<VND 25K),3,21,Street,7
117157,Seg.01 - Mass (<VND 25K),7,70,Independent,10
117218,Seg.01 - Mass (<VND 25K),6,60,Street,10
117218,Seg.01 - Mass (<VND 25K),2,30,Chain,15
117219,Seg.01 - Mass (<VND 25K),60,480,Street,8
117220,Seg.01 - Mass (<VND 25K),20,200,Independent,10
117220,Seg.01 - Mass (<VND 25K),10,70,Street,7
117239,Seg.01 - Mass (<VND 25K),50,500,Independent,10
117269,Seg.01 - Mass (<VND 25K),4,60,Independent,15
117273,Seg.01 - Mass (<VND 25K),3,60,Independent,20
117350,Seg.01 - Mass (<VND 25K),5,60,Independent,12
117350,Seg.01 - Mass (<VND 25K),25,250,Street,10
117354,Seg.01 - Mass (<VND 25K),30,300,Independent,10
117354,Seg.01 - Mass (<VND 25K),60,600,Street,10
117355,Seg.01 - Mass (<VND 25K),10,100,Independent,10
117355,Seg.01 - Mass (<VND 25K),50,400,Street,8
117357,Seg.02 - Mass Asp (VND 25K - VND 59K),10,300,Independent,30
117405,Seg.01 - Mass (<VND 25K),30,210,Street,7
117405,Seg.01 - Mass (<VND 25K),45,450,Independent,10
117405,Seg.01 - Mass (<VND 25K),15,225,Chain,15
117406,Seg.01 - Mass (<VND 25K),15,225,Independent,15
117427,Seg.01 - Mass (<VND 25K),4,40,Independent,10
117473,Seg.01 - Mass (<VND 25K),10,70,Street,7
117473,Seg.01 - Mass (<VND 25K),30,300,Independent,10
117480,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
117480,Seg.02 - Mass Asp (VND 25K - VND 59K),6,210,Independent,35
117500,Seg.01 - Mass (<VND 25K),26,260,Independent,10
117500,Seg.01 - Mass (<VND 25K),4,80,Chain,20
117507,Seg.01 - Mass (<VND 25K),10,100,Independent,10
117507,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Chain,30
117507,Seg.01 - Mass (<VND 25K),8,72,Street,9
117644,Seg.01 - Mass (<VND 25K),20,220,Independent,11
117644,Seg.01 - Mass (<VND 25K),10,90,Street,9
117647,Seg.02 - Mass Asp (VND 25K - VND 59K),8,240,Independent,30
117647,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
117658,Seg.01 - Mass (<VND 25K),10,150,Independent,15
117658,Seg.01 - Mass (<VND 25K),5,75,Street,15
117677,Seg.01 - Mass (<VND 25K),5,50,Street,10
117677,Seg.01 - Mass (<VND 25K),25,300,Independent,12
117688,Seg.01 - Mass (<VND 25K),15,240,Independent,16
117698,Seg.01 - Mass (<VND 25K),25,300,Independent,12
117698,Seg.01 - Mass (<VND 25K),5,35,Street,7
117703,Seg.01 - Mass (<VND 25K),8,80,Independent,10
117706,Seg.01 - Mass (<VND 25K),5,100,Independent,20
117706,Seg.01 - Mass (<VND 25K),15,150,Street,10
117708,Seg.01 - Mass (<VND 25K),6,90,Independent,15
117709,Seg.02 - Mass Asp (VND 25K - VND 59K),3,75,Independent,25
117710,Seg.02 - Mass Asp (VND 25K - VND 59K),3,177,Independent,59
117711,Seg.01 - Mass (<VND 25K),3,30,Street,10
117712,Seg.02 - Mass Asp (VND 25K - VND 59K),4,128,Independent,32
117713,Seg.03 - Premium (VND 60K - VND 99K),2,140,Chain,70
117732,Seg.01 - Mass (<VND 25K),15,180,Independent,12
117732,Seg.01 - Mass (<VND 25K),5,50,Street,10
117772,Seg.01 - Mass (<VND 25K),5,50,Street,10
117772,Seg.01 - Mass (<VND 25K),15,225,Independent,15
117796,Seg.01 - Mass (<VND 25K),8,120,Street,15
117798,Seg.01 - Mass (<VND 25K),2,46,Street,23
117799,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Chain,35
117897,Seg.01 - Mass (<VND 25K),4,40,Independent,10
117918,Seg.01 - Mass (<VND 25K),4,40,Independent,10
117921,Seg.01 - Mass (<VND 25K),10,100,Street,10
117921,Seg.01 - Mass (<VND 25K),5,50,Independent,10
117921,Seg.02 - Mass Asp (VND 25K - VND 59K),1,50,Chain,50
117922,Seg.01 - Mass (<VND 25K),16,160,Street,10
117922,Seg.01 - Mass (<VND 25K),8,120,Independent,15
117976,Seg.01 - Mass (<VND 25K),10,180,Independent,18
117976,Seg.01 - Mass (<VND 25K),20,240,Street,12
118021,Seg.02 - Mass Asp (VND 25K - VND 59K),10,400,Independent,40
118022,Seg.02 - Mass Asp (VND 25K - VND 59K),8,360,Independent,45
118023,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Chain,40
118024,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Chain,40
118025,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
118025,Seg.02 - Mass Asp (VND 25K - VND 59K),1,45,Chain,45
118026,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
118027,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Chain,40
118028,Seg.02 - Mass Asp (VND 25K - VND 59K),4,180,Chain,45
118200,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Chain,30
118214,Seg.01 - Mass (<VND 25K),30,450,Independent,15
118215,Seg.02 - Mass Asp (VND 25K - VND 59K),6,180,Independent,30
118215,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Chain,40
118216,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Street,30
118217,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Street,30
118238,Seg.02 - Mass Asp (VND 25K - VND 59K),30,900,Independent,30
118239,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
118240,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
118244,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
118245,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
118246,Seg.02 - Mass Asp (VND 25K - VND 59K),2,50,Independent,25
118247,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
118263,Seg.02 - Mass Asp (VND 25K - VND 59K),3,105,Independent,35
118264,Seg.02 - Mass Asp (VND 25K - VND 59K),1,40,Chain,40
118264,Seg.01 - Mass (<VND 25K),1,12,Street,12
118264,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
118265,Seg.02 - Mass Asp (VND 25K - VND 59K),2,70,Independent,35
118266,Seg.01 - Mass (<VND 25K),2,30,Street,15
118266,Seg.02 - Mass Asp (VND 25K - VND 59K),10,350,Independent,35
118266,Seg.02 - Mass Asp (VND 25K - VND 59K),18,900,Chain,50
118267,Seg.03 - Premium (VND 60K - VND 99K),4,280,Chain,70
118268,Seg.02 - Mass Asp (VND 25K - VND 59K),3,90,Independent,30
118269,Seg.01 - Mass (<VND 25K),4,48,Street,12
118270,Seg.01 - Mass (<VND 25K),9,108,Street,12
118270,Seg.02 - Mass Asp (VND 25K - VND 59K),16,400,Independent,25
118270,Seg.02 - Mass Asp (VND 25K - VND 59K),5,225,Chain,45
118271,Seg.01 - Mass (<VND 25K),3,45,Street,15
118272,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Chain,30
118273,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
118274,Seg.01 - Mass (<VND 25K),8,160,Independent,20
118277,Seg.02 - Mass Asp (VND 25K - VND 59K),3,120,Chain,40
118278,Seg.02 - Mass Asp (VND 25K - VND 59K),20,800,Chain,40
118278,Seg.02 - Mass Asp (VND 25K - VND 59K),10,250,Independent,25
118279,Seg.01 - Mass (<VND 25K),1,20,Independent,20
118280,Seg.01 - Mass (<VND 25K),4,80,Independent,20
118281,Seg.01 - Mass (<VND 25K),2,40,Independent,20
118282,Seg.02 - Mass Asp (VND 25K - VND 59K),6,300,Chain,50
118282,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
118283,Seg.01 - Mass (<VND 25K),8,160,Independent,20
118296,Seg.01 - Mass (<VND 25K),2,24,Street,12
118296,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Independent,30
118298,Seg.02 - Mass Asp (VND 25K - VND 59K),18,630,Independent,35
118298,Seg.01 - Mass (<VND 25K),5,75,Street,15
118299,Seg.02 - Mass Asp (VND 25K - VND 59K),2,100,Chain,50
118299,Seg.02 - Mass Asp (VND 25K - VND 59K),5,150,Independent,30
118341,Seg.02 - Mass Asp (VND 25K - VND 59K),20,500,Independent,25
118343,Seg.01 - Mass (<VND 25K),8,80,Street,10
118344,Seg.01 - Mass (<VND 25K),6,90,Independent,15
118393,Seg.02 - Mass Asp (VND 25K - VND 59K),1,30,Chain,30
118393,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Independent,30
118394,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Independent,40
118395,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
118396,Seg.01 - Mass (<VND 25K),5,100,Street,20
118396,Seg.02 - Mass Asp (VND 25K - VND 59K),10,500,Chain,50
118396,Seg.02 - Mass Asp (VND 25K - VND 59K),5,175,Independent,35
118397,Seg.02 - Mass Asp (VND 25K - VND 59K),2,80,Independent,40
118398,Seg.02 - Mass Asp (VND 25K - VND 59K),20,600,Independent,30
118398,Seg.02 - Mass Asp (VND 25K - VND 59K),10,450,Chain,45
118400,Seg.02 - Mass Asp (VND 25K - VND 59K),4,160,Independent,40
118401,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
118402,Seg.02 - Mass Asp (VND 25K - VND 59K),2,90,Independent,45
118403,Seg.02 - Mass Asp (VND 25K - VND 59K),10,300,Independent,30
118403,Seg.02 - Mass Asp (VND 25K - VND 59K),20,1000,Chain,50
118667,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Independent,30
118717,Seg.01 - Mass (<VND 25K),19,228,Independent,12
118717,Seg.02 - Mass Asp (VND 25K - VND 59K),1,35,Chain,35
118717,Seg.01 - Mass (<VND 25K),10,90,Street,9
118768,Seg.01 - Mass (<VND 25K),5,50,Street,10
118768,Seg.01 - Mass (<VND 25K),25,300,Independent,12
118813,Seg.01 - Mass (<VND 25K),5,50,Street,10
118813,Seg.01 - Mass (<VND 25K),25,300,Independent,12
118842,Seg.01 - Mass (<VND 25K),4,40,Street,10
118842,Seg.01 - Mass (<VND 25K),26,312,Independent,12
118938,Seg.01 - Mass (<VND 25K),20,240,Independent,12
118938,Seg.01 - Mass (<VND 25K),10,100,Street,10
119005,Seg.01 - Mass (<VND 25K),8,88,Independent,11
119050,Seg.01 - Mass (<VND 25K),20,220,Independent,11
119050,Seg.01 - Mass (<VND 25K),8,72,Street,9
119108,Seg.01 - Mass (<VND 25K),30,300,Independent,10
119109,Seg.01 - Mass (<VND 25K),30,300,Independent,10
119109,Seg.01 - Mass (<VND 25K),30,150,Street,5
119110,Seg.01 - Mass (<VND 25K),30,210,Street,7
119111,Seg.01 - Mass (<VND 25K),30,240,Street,8
119112,Seg.01 - Mass (<VND 25K),10,50,Street,5
119112,Seg.01 - Mass (<VND 25K),20,200,Independent,10
119113,Seg.01 - Mass (<VND 25K),30,240,Street,8
119114,Seg.01 - Mass (<VND 25K),40,320,Street,8
119114,Seg.01 - Mass (<VND 25K),20,200,Independent,10
119120,Seg.01 - Mass (<VND 25K),12,72,Street,6
119151,Seg.01 - Mass (<VND 25K),20,260,Independent,13
119151,Seg.01 - Mass (<VND 25K),5,50,Street,10
119160,Seg.01 - Mass (<VND 25K),10,200,Independent,20
119160,Seg.01 - Mass (<VND 25K),5,75,Street,15
119166,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
119167,Seg.01 - Mass (<VND 25K),30,300,Street,10
119168,Seg.01 - Mass (<VND 25K),30,300,Independent,10
119202,Seg.02 - Mass Asp (VND 25K - VND 59K),1,28,Independent,28
119202,Seg.01 - Mass (<VND 25K),3,45,Street,15
119216,Seg.01 - Mass (<VND 25K),80,720,Street,9
119216,Seg.01 - Mass (<VND 25K),10,120,Independent,12
119274,Seg.01 - Mass (<VND 25K),6,120,Independent,20
119274,Seg.02 - Mass Asp (VND 25K - VND 59K),2,60,Chain,30
119275,Seg.02 - Mass Asp (VND 25K - VND 59K),4,100,Independent,25
119276,Seg.01 - Mass (<VND 25K),5,50,Street,10
119276,Seg.01 - Mass (<VND 25K),3,45,Independent,15
119277,Seg.01 - Mass (<VND 25K),8,160,Independent,20
119278,Seg.01 - Mass (<VND 25K),55,935,Independent,17
119278,Seg.01 - Mass (<VND 25K),5,100,Chain,20
119279,Seg.01 - Mass (<VND 25K),12,240,Independent,20
119287,Seg.01 - Mass (<VND 25K),2,30,Street,15
119287,Seg.01 - Mass (<VND 25K),2,32,Independent,16
119330,Seg.01 - Mass (<VND 25K),15,150,Street,10
119330,Seg.01 - Mass (<VND 25K),5,70,Independent,14
119358,Seg.01 - Mass (<VND 25K),3,45,Independent,15
119369,Seg.02 - Mass Asp (VND 25K - VND 59K),2,96,Chain,48
119369,Seg.01 - Mass (<VND 25K),10,120,Independent,12
119379,Seg.01 - Mass (<VND 25K),30,300,Independent,10
119383,Seg.01 - Mass (<VND 25K),25,375,Independent,15
119383,Seg.01 - Mass (<VND 25K),5,50,Street,10
119393,Seg.01 - Mass (<VND 25K),25,250,Independent,10
119393,Seg.01 - Mass (<VND 25K),5,50,Street,10
119406,Seg.01 - Mass (<VND 25K),5,50,Street,10
119406,Seg.01 - Mass (<VND 25K),25,300,Independent,12
119427,Seg.01 - Mass (<VND 25K),4,40,Independent,10
119468,Seg.01 - Mass (<VND 25K),10,200,Independent,20
119468,Seg.02 - Mass Asp (VND 25K - VND 59K),4,120,Chain,30
119468,Seg.01 - Mass (<VND 25K),16,160,Street,10
119483,Seg.01 - Mass (<VND 25K),5,75,Independent,15
119484,Seg.02 - Mass Asp (VND 25K - VND 59K),6,300,Chain,50
119485,Seg.01 - Mass (<VND 25K),3,45,Independent,15
119485,Seg.02 - Mass Asp (VND 25K - VND 59K),1,40,Chain,40
119486,Seg.02 - Mass Asp (VND 25K - VND 59K),30,900,Independent,30
119488,Seg.01 - Mass (<VND 25K),4,80,Independent,20
119489,Seg.01 - Mass (<VND 25K),2,40,Independent,20
119490,Seg.01 - Mass (<VND 25K),30,600,Independent,20
119540,Seg.01 - Mass (<VND 25K),6,120,Independent,20
119540,Seg.01 - Mass (<VND 25K),4,40,Street,10
119546,Seg.02 - Mass Asp (VND 25K - VND 59K),30,750,Independent,25
119547,Seg.04 - Super Premium (VND 100K+),2,200,Chain,100
119548,Seg.02 - Mass Asp (VND 25K - VND 59K),8,400,Independent,50
